date,data,time
4.38999987,2016-6-12,16
4.94999981,2016-6-12,17
3.55999994,2016-6-12,18
5.13999987,2016-6-12,19
4.94000006,2016-6-12,20
3.22000003,2016-6-12,21
4.0,2016-6-12,22
4.19000006,2016-6-12,23
3.77999997,2016-6-13,00
4.61000013,2016-6-13,01
4.42999983,2016-6-13,02
4.5,2016-6-13,03
4.07000017,2016-6-13,04
4.23999977,2016-6-13,05
4.01999998,2016-6-13,06
3.86999989,2016-6-13,07
4.78000021,2016-6-13,08
4.71000004,2016-6-13,09
4.38999987,2016-6-13,10
4.82000017,2016-6-13,11
5.88999987,2016-6-13,12
6.98000002,2016-6-13,13
7.38000011,2016-6-13,14
8.06999969,2016-6-13,15
5.05000019,2016-6-13,16
5.4000001,2016-6-13,17
6.03999996,2016-6-13,18
0.0,2016-6-13,19
0.0,2016-6-13,20
0.0,2016-6-13,21
0.0,2016-6-13,22
0.0,2016-6-13,23
